user_name,created at,favorite_count,text,id,in_reply_to,is_reply,lang,view_count,retweet_count
bitreet,Fri Aug 09 05:06:59 +0000 2024,2,"@BergVincentvd Dit is geen kadootje van @ingnl, dit is een correctie omdat ze je opgelicht hebben in het verleden.",1821775157138006405,1821573787219067230,True,nl,416,0
Keith__REDMOND,Thu Aug 08 20:58:46 +0000 2024,0,@MartinAmmerlaan @ingnl You don’t need to do a #FATCA filing and you don’t need an SSN. You are making no sense. #FATCA #RBT,1821652295458677214,1821555770904736204,True,en,61,0
TwggyTV,Thu Aug 08 19:06:02 +0000 2024,0,@ingnl is er nou storing? https://t.co/Wf2kTVwaKM,1821623925773897861,,False,en,48,0
rrwwm,Thu Aug 08 16:51:17 +0000 2024,0,@ingnl Dank. Rente dus jaarlijks !!!,1821590013131546876,1821589122198196645,True,nl,13,0
rrwwm,Thu Aug 08 16:21:54 +0000 2024,0,@ingnl we krijgen geen rente meer op onze oranje spaarrekening. Er staat wel saldo op. Klopt dit!,1821582617587966389,,False,nl,55,0
MartinAmmerlaan,Thu Aug 08 14:35:13 +0000 2024,0,"Voor FATCA aangifte is een SSN nodig.  Voor een SSN is een origineel geboorte akte nodig. Die moet uit de VS komen, en kan alleen betaald worden met een CC. Ze heeft geen CC.  Voor de aanvraag van een CC moet de #FATCA aangifte gedaan zijn.   Hoe breken we hier uit? @ingnl",1821555770904736204,,False,nl,125,0
notyourcupofme,Thu Aug 08 13:57:56 +0000 2024,0,@ingnl Dat heeft geen zin. Het is voor de buren die uit Irak komen. Daarrvoor is het te ingewikkeld (bij jullie) gok ik zo nadat we hier al een poos mee bezig zijn.,1821546389198803091,1821546014387429762,True,nl,65,0
notyourcupofme,Thu Aug 08 13:48:39 +0000 2024,0,@ingnl Nee want die mocht hij niet inzien en moet weer via een andere afdeling. Dus kunnen we zaterdag weer naar de vestiging waar ze eigenlijk weinig kunnen doen want desbetreffende afdeling gesloten. Dus zij schrijven de antwoorden maar op en sturen het maar door maandag.,1821544050974962124,1821541155198095663,True,nl,39,0
NelissenJurgen,Thu Aug 08 13:12:41 +0000 2024,0,@ingnl @voorzij Als ze bij jullie bankieren mag ik er toch vanuit gaan dat dit vertrouwd is?,1821535002334486544,1821508323818016906,True,nl,45,0
JustAnitaB,Thu Aug 08 13:07:49 +0000 2024,1,@quintytamara @GerardReijman @ingnl Ik heb liever een gerecyclede pas dan cola 😂,1821533774858928316,1821502135843910043,True,nl,19,0
mopsyflopsy,Thu Aug 08 13:01:08 +0000 2024,0,@ingnl Mijn betaalpas is kennelijk laatst beschadigd in een pinautomaat. Sindsdien hapert hij regelmatig. Net gebeld met ING om te vragen of mijn pas kan worden vervangen. Ja dat kan maar dat moet ik zelf betalen?! Waar betaal ik dan elke maand voor?! Pas vertoont geen schade.,1821532096285851917,,False,nl,56,0
quintytamara,Thu Aug 08 11:02:05 +0000 2024,0,"@GerardReijman @ingnl Prima, mijne was bijna over datum. Maar kondig dan niet trots aan dat hij van gerecycled plastic is gemaakt.   Hoeveel plastic hebben we het over? Een halve liter cola?",1821502135843910043,1821501011925643515,True,nl,43,0
GerardReijman,Thu Aug 08 10:57:37 +0000 2024,0,@quintytamara @ingnl Hij blijft gewoon geldig tot de geldigheidsdatum wat op je betaalpas staat. Wat @ingnl nu doet is de oude voorraad V-Pay en Maestro kaarten opmaken voordat de nieuwe Visa en Mastercard debet kaarten worden uitgegeven.,1821501011925643515,1821481479425212911,True,nl,33,0
quintytamara,Thu Aug 08 09:40:00 +0000 2024,0,@ingnl Maar nu krijg ik dus een pas die binnenkort alweer vervangen moet. Dus twee keer plastic. Of het nou gerecycled is of niet.,1821481479425212911,1821479881915384160,True,nl,28,0
NelissenJurgen,Thu Aug 08 09:27:40 +0000 2024,0,@voorzij @ingnl is dit vertrouwd? Kan ik wel gift doen?,1821478373119377726,1821300727534309559,True,nl,48,0
ahmedalbarzangi,Thu Aug 08 09:15:08 +0000 2024,0,@ingnl kan ik door jullie teruggebeld worden omtrent het wijzigen van mijn creditcard limiet? Via de app / website / chat én telefoon lukt het niet omdat jullie software bepaald heeft dat het 'niet mogelijk' is en die uitkomst is bindend?,1821475221993300449,,False,nl,59,0
quintytamara,Thu Aug 08 08:45:37 +0000 2024,1,"Hoi @ingnl , nou krijg ik een nieuwe betaalpas. En jullie zijn er blijkbaar nogal trots op dat hij van gerecycled plastic is.   Maar het is een V-Pay pas, terwijl Maestro en V-Pay worden afgeschaft, ten gunste van Maestro-debit en Visa-debit. Moet dus binnenkort weer een nieuwe. https://t.co/MBz2QM9YRK",1821467792626913372,,False,nl,118,0
Geert_Alma,Thu Aug 08 07:14:02 +0000 2024,0,@Rabobank @ABNAMRO @ingnl   https://t.co/nUtyoBscIg,1821444744028848554,,False,qme,9,0
MinetteH66,Wed Aug 07 14:06:26 +0000 2024,0,"@ingnl Okay, ik zit dus iedere keer dat ik de app open met 2 van die ongewenste spamberichten... serieus, kijk eens naar een fatsoenlijke bankapp, zoals die van de Rabobank bijvoorbeeld, gewoon feiten, geen nonsens.",1821186138578534649,1821185601841828253,True,nl,29,0
MinetteH66,Wed Aug 07 13:53:42 +0000 2024,0,"@ingnl Je bedoelt met ""deels uitzetten"" dat het geen persoonlijke aanbiedingen zijn? Dat staat al uit. Ik open de bankieren app om te bankieren of mijn saldo wil checken, ik betaal voor mijn rekening, hoezo moet ik dan alsnog tegen een pagina vol ongewenste reclame aankijken? https://t.co/0mTS02Kcd8",1821182937083343278,1821134071356907991,True,nl,76,0
DvOijen,Wed Aug 07 13:19:44 +0000 2024,2,Stop greenwashing palm oil company Socfin in the @RSPOtweets .   2⃣7⃣ organisations call upon RSPO members @ingnl @ABNAMRO @Rabobank @Robeco @HSBC @ANZ_AU @BNPParibas @StanChart @UBS to act:  👉 https://t.co/a8FkVJPiCp,1821174385946063191,,False,en,67,0
JuanvanGinkel,Wed Aug 07 12:25:19 +0000 2024,0,@Consumentenbond @ingnl Laat mij raden de pinpas van de bank valt hier niet onder!?,1821160692046500070,1821139511750930689,True,nl,65,0
Consumentenbond,Wed Aug 07 11:01:09 +0000 2024,0,"@JuanvanGinkel @ingnl Nee, dat is ook niet toegestaan: https://t.co/askRnvBhau. ^Wendy",1821139511750930689,1820896331969523777,True,nl,20,0
MinetteH66,Wed Aug 07 09:37:47 +0000 2024,0,"@ingnl hi, hoe verwijder ik die reclame uit de app? En dan bedoel ik die ongevraagde nonsens  die jullie er zelf in zetten, over verduurzamen van mijn huis en dergelijke. Telkens direct op ""verwijderen"" klikken werkt niet.",1821118531133374649,,False,nl,87,0
yvon_valk,Wed Aug 07 07:41:08 +0000 2024,1,"Ja, gaat de media ooit nog eens achter dit verhaal aan?  Waar is de 200 MILJARD die @PGGMnieuws en @abppensioen hebben moeten dokken om de @ingnl te redden? Ten tijde van @jpbalkenende en Bos en @DNB_NL @RaadvanState @AFM Wellink enz enz In dit boek !",1821089175912775740,,False,nl,57,1
matvd,Tue Aug 06 21:35:48 +0000 2024,0,@ingnl Dat is precies wat ik bedoel. Klantenservice van niets.,1820936839382901128,1820341226693955670,True,nl,6,0
JuanvanGinkel,Tue Aug 06 18:54:50 +0000 2024,0,@ingnl Er is geen consument die akkoord zou gaan met een garantietermijn van 6 maanden op een product wat probleemloos jaren mee hoort te gaan of wel @Consumentenbond !?,1820896331969523777,1820823326983328057,True,nl,42,0
JuanvanGinkel,Tue Aug 06 13:55:14 +0000 2024,0,"Als je pinpas stuk gaat en is ouder dan 6 maanden moet je hem zelf betalen (4,50€). Serieus @ingnl  !? #duurder en #minderservice",1820820933734535398,,False,nl,127,0
edk013,Tue Aug 06 11:58:38 +0000 2024,0,@ChampPrivate @ChrisColijn @ingnl Ok. Dat snap ik ook wel. Nou moet ik zeggen dat de nogal frequente storingen in de app (ben inmiddels bijna 2 jaar weg) ook niet hielpen.,1820791592095007168,1820790686603473063,True,nl,26,0
ChampPrivate,Tue Aug 06 11:55:02 +0000 2024,1,@edk013 @ChrisColijn @ingnl Het is wat ingewikkelder dan dit. ING was niet snel genoeg weg (hun schuld) en inmiddels heeft rusland wetgeving ingevoerd dat 100% vertrekken vrijwel onmogelijk maakt.,1820790686603473063,1820789368967078281,True,nl,38,0
edk013,Tue Aug 06 11:49:48 +0000 2024,0,@ChampPrivate @ChrisColijn @ingnl Nou ik krijg niet de indruk dat ze heel veel haast maken. En Yellen ook niet: https://t.co/UpQJHMQCkI,1820789368967078281,1820788219526459609,True,nl,27,0
ChampPrivate,Tue Aug 06 11:45:14 +0000 2024,0,"@edk013 @ChrisColijn @ingnl ING doet nog zaken in rusland (waar het simpelweg niet onderuit kan), inderdaad.   ING is al 30 jaar en nog steeds actief in Oekraïne als 1 van grootste buitenlandse banken waar vele andere UA verlieten tussen 2104-2023.",1820788219526459609,1820786532879409291,True,nl,45,0
SNSBank,Tue Aug 06 11:44:36 +0000 2024,2,@edk013 @ChampPrivate @ChrisColijn @ingnl @edk013 Van harte welkom 🌻 ^Simone,1820788058200875486,1820786532879409291,True,nl,101,0
edk013,Tue Aug 06 11:38:32 +0000 2024,2,@ChampPrivate @ChrisColijn @ingnl ING doet ook nog zaken in Rusland toch? Ik ben om die reden overgestapt naar SNS.,1820786532879409291,1820781127478509774,True,nl,106,1
ChampPrivate,Tue Aug 06 11:17:03 +0000 2024,1,"@ChrisColijn @ingnl  is such a pain in the ass, this happens 2 out of 3 times using a ING issued Credit Card when paying into Ukraine.  Can you please lift your restrictions when one pays into very safe MonoBank? I see no reasons for blocking this. https://t.co/noj849QhaY",1820781127478509774,1820779889252876779,True,en,52,0
MaartenFrijlink,Tue Aug 06 11:12:27 +0000 2024,0,Van de @ingnl website (https://t.co/wT0HTNyseu) en je moet dit maar durven te plaatsen. ING is één van de belangrijkste financiers van Glecore en nadrukkelijk wél betrokken bij dit gewetenloze bedrijf.  https://t.co/fD1ZHOE8v4  https://t.co/S5keww41H6 https://t.co/o6GPgMspQx,1820779966075650418,,False,nl,28,0
RudiD01123981,Tue Aug 06 09:36:55 +0000 2024,0,"@yvon_valk @NOS @NOScommunicatie @nosnieuws @abppensioen @ingnl @jpbalkenende @DNB_NL Pure volksverlakkerij, de geschiedenis herhaalt zich (40-45). Walgelijk volk",1820755928087412796,1820750009119178929,True,nl,11,0
LonnekeK,Tue Aug 06 09:29:10 +0000 2024,0,@ingnl En dat is het hele probleem. Als je belt krijg je een computer en die pikt alleen het woord kinderrekening eruit en moet online worden afgesloten en vervolgens wordt de verbinding verbroken. Ik hoop dat je chat me nu verder brengt.,1820753974841979264,1820753513300754566,True,nl,79,0
LonnekeK,Tue Aug 06 09:18:39 +0000 2024,0,"@ingnl ik probeer een kinderrekening te openen. Dit gaat tot 3 keer toe niet. Melding: oeps er ging iets mis. Ik wil telefonisch contact. Lukt niet, want robot hoort mijn vraag niet goed. Conclusie verbinding verbroken. Heel irritant!!",1820751329595167148,,False,nl,85,0
stijnhommes,Tue Aug 06 09:17:03 +0000 2024,0,"@ingnl Als jullie een mail kunnen sturen dat er een bericht in de onnodige inbox staat, dan kunnen jullie ook gewoon het bericht zelf versturen.",1820750928523280799,1820703787960442929,True,nl,92,0
stijnhommes,Tue Aug 06 09:15:50 +0000 2024,0,"@ingnl Ik heb al genoeg inboxen. Een extra inbox is totaal overbodig en helemaal niet gewoon. Anders loopt bij deze jullie communicatie met voortaan ""gewoon"" via de inbox van Telegram die ik net zo willekeurig heb gekozen als jullie.",1820750618543223156,1820703787960442929,True,nl,17,0
yvon_valk,Tue Aug 06 09:13:24 +0000 2024,1,"@NOS @NOScommunicatie @nosnieuws  NIETS HOREN WE VAN JULLIE ! Niet van de WEF, niet van de banken, niet van de smerige bankenfraude... NIETS ! https://t.co/YIr4tbCdHo 200 MILJARD van @abppensioen om de @ingnl te redden. Bos, @jpbalkenende @DNB_NL  Doodstil !",1820750009119178929,,False,nl,34,1
Joostnietsmeer,Mon Aug 05 21:49:10 +0000 2024,0,@ingnl Ik laat mijn e-mailadres niet achter gezien spamberichten.,1820577815311548504,1819025602671743022,True,nl,18,0
stijnhommes,Mon Aug 05 21:39:03 +0000 2024,1,"@ingnl @Joostnietsmeer Als een bericht zo belangrijk is dat een klant deze niet mag missen, dan moet je hem niet in de app verstoppen. Gewoon netjes een papieren brief of email sturen met de volledige informatie.",1820575268286927331,1819025602671743022,True,nl,70,0
stijnhommes,Mon Aug 05 21:32:29 +0000 2024,0,@ingnl Waarom stopt ING met ondersteuning contactloos betalen in eigen app? De ontwikkelaars hoeven alleen de ondersteuning niet verwijderen. Google is niet te vertrouwen met mijn geld en ik begin langzaam aan te twijfelen aan de betrouwbaarheid van ING met dit soort acties.,1820573616662368603,,False,nl,18,0
Andriyiyi,Mon Aug 05 20:36:39 +0000 2024,0,@dedhr1 @SNSBank @ABNAMRO @ingnl @Rabobank @DNB_NL @ecb @IMFNews Nu alleen nog je Nederlants.,1820559566926500319,1820336105264165091,True,nl,51,0
RidefelyxP,Mon Aug 05 17:59:04 +0000 2024,0,@ingnl Dank je wel Margreet. Ik had het incognito venster ontdekt in andere reacties van ing. Inmiddels doet alles het weer gewoon.,1820519910508007605,1815713558019109350,True,nl,76,0
AndreVos107,Mon Aug 05 15:17:35 +0000 2024,0,@ingnl Doet het weer!! Net op tijd,1820479269228909026,1820478284318314793,True,nl,19,0
AndreVos107,Mon Aug 05 15:13:40 +0000 2024,0,@ingnl ik kan geen order meer plaatsen in de belegging app😭 Ook is mijn watchlist verdwenen.,1820478284318314793,,False,nl,24,0
arzubarsk,Mon Aug 05 15:03:14 +0000 2024,0,"@ingnl well i tried twice, in both case it displays a bug, ll dm the scrshots",1820475659359244366,1820475388562178328,True,en,25,0
arzubarsk,Mon Aug 05 14:46:05 +0000 2024,0,"@ingnl  Your Belegging watchlist has a technical bug, same stock code repeats endlessly in the listing, nobody noticed yet?",1820471342057291892,,False,en,93,0
nesta_red,Mon Aug 05 14:42:51 +0000 2024,0,@dedhr1 @SNSBank @ABNAMRO @ingnl @Rabobank @DNB_NL @ecb @IMFNews https://t.co/x4fWKkBPx3,1820470528953729314,1820336105264165091,True,qme,74,0
dedhr1,Mon Aug 05 14:37:19 +0000 2024,1,@mouwie68 @SNSBank @ABNAMRO @ingnl @Rabobank @DNB_NL @ecb @IMFNews Ja en fors ook…12 % in 1 dag,1820469138076348475,1820338373250163152,True,nl,48,0
Merano_may,Mon Aug 05 10:31:42 +0000 2024,1,@ingnl @Gera_Zweep Als verder klikt krijg je dit...  Houd je betaalpas bij de hand  Zo helpen we je snel verder....  Zucht....,1820407326844571949,1820406370883006877,True,nl,105,0
Merano_may,Mon Aug 05 10:27:54 +0000 2024,3,@ingnl @Gera_Zweep Oh dat is een zeer sympathieke reactie. Hopelijk krijg je t snel voor elkaar Gera. Dit is nu te veel onrust!. Thnx @ingnl,1820406370883006877,1820402055464223194,True,nl,135,0
jawst97,Mon Aug 05 08:25:22 +0000 2024,0,"@ingnl Dit is een grapje toch? Mijn rijbewijsfoto is gemaakt met exact hetzelfde apparaat als waar jullie app op staat, dat was nl ook een selfie, niet in een pashokje. Zoek het lekker uit 😅",1820375533231743183,1820374817209524547,True,nl,52,0
jawst97,Mon Aug 05 07:55:03 +0000 2024,0,"@ingnl Ah, dus ik moet weer terug het fotohokje in om een selfie te maken? 🫠",1820367901250990127,1820365802060513545,True,nl,135,1
jawst97,Mon Aug 05 07:38:43 +0000 2024,0,"@ingnl Oeh, good to know! Maar eigenlijk was mn tweet daarvoor meer voor jullie😝",1820363794012426343,1820342497517646245,True,nl,101,0
mouwie68,Mon Aug 05 05:57:43 +0000 2024,0,@dedhr1 @SNSBank @ABNAMRO @ingnl @Rabobank @DNB_NL @ecb @IMFNews Nikkei!,1820338373250163152,1820336105264165091,True,nl,70,0
dedhr1,Mon Aug 05 05:48:42 +0000 2024,3,DE AANDELEN BEURZEN GAAN CRASHEN ZOALS IK REEDS HAD VOORSPELT MAAR JA DE “SEPECIALISTEN” WISTEN HET BETER TOCH …@SNSBank @ABNAMRO @ingnl @Rabobank @DNB_NL @ecb @IMFNews …..watch the next weeks what will happen…..,1820336105264165091,,False,nl,204,1
Fida3i,Sun Aug 04 21:29:31 +0000 2024,0,@ingnl @ABNAMRO   Jullie hebben bloed aan jullie handen ...  #gaza  #wesrbank  #Israël  #Paris2024,1820210482302550486,,False,nl,136,0
Marijn541,Sun Aug 04 18:35:00 +0000 2024,0,Weet iemand of de @ingnl de rente nog gaat verhogen anders stap ik over.Wie heeft dat al gedaan overstappen voor een betere #rente ?,1820166562147614846,,False,nl,14,0
jawst97,Sun Aug 04 18:32:16 +0000 2024,0,@ingnl Hoi! De app vraagt ineens om bevestiging van identiteit door ID te scannen en een discoselfie te maken. Rijbewijs lukt prima maar de app heeft bril niet op en zegt dat ik niet degene op de selfie ben. Wat nu?,1820165875107770530,,False,nl,22,0
Fijnweer,Sat Aug 03 23:00:48 +0000 2024,0,@ingnl @Consumentenbond @Kifid_Den_Haag @AutoriteitFM Dus?,1819871065234907384,1819186672115868024,True,und,56,1
matvd,Sat Aug 03 18:56:46 +0000 2024,0,@ingnl gewoon niemand bereikbaar in het weekend in me te helpen met mijn credit card. Bel maandag maar terug. Wat een klantenservice van niets,1819809654760701964,,False,nl,66,0
BMW2002Dakar,Sat Aug 03 18:38:32 +0000 2024,0,@ouwezweveraar @FDF_Nederland @ingnl @Rabobank Hoop dat deze boerderij het goed gaat doen.  https://t.co/ngrkfWHTLV,1819805063243501736,1819635591446679754,True,nl,21,0
IsLamprou,Sat Aug 03 10:38:16 +0000 2024,0,@ingnl Tja die gaat er niet direct zijn en dan zit ik wederom met een fysieke pas die ik liever niet heb 😉 Zou mooi zijn als we een keer echt naar volledig digitaal kunnen; ipv alleen contactloos pinnen met een kaart.,1819684201374896466,1819631367983972701,True,nl,120,0
PietOverduin,Sat Aug 03 08:16:46 +0000 2024,0,"@ingnl Natuurlijk heb ik dat geprobeerd, want gebruikersnaam is bekend. Maar bij aanvragen nieuw wachtwoord moet ik dat bevestigen met de app, die niet werkt….. 5 dagen wachten is met morgen de betaling van de camping, geen alternatief. Wat wel?",1819648592803504196,1819643177533395163,True,nl,95,0
Arjenmk,Sat Aug 03 07:29:06 +0000 2024,0,@ingnl Vertel dat uw klantenservice maar. Die houden vol dat ik naar een servicepunt moet. Maar goed goede reden om ING te verlaten met dit klantvriendelijke gedrag.,1819636594996826570,1818693046461952328,True,nl,67,0
ouwezweveraar,Sat Aug 03 07:25:06 +0000 2024,0,"@FDF_Nederland Jammer dat vooral kleine boeren stoppen, @ingnl en @Rabobank hebben het niet goed op met de boeren, agroindustrie en BBB ook niet. Dienen belang van grote held maar niet die van kleine boer die we juist nodig hebben voor het extensiveren. 2/3 minder vee/boeren in Brabant 🎉🎉🎉",1819635591446679754,1819447278165545448,True,nl,34,0
Rendra_Bagas,Sat Aug 03 07:23:52 +0000 2024,0,"@ingnl hi, i can’t use my card to pay by tapping anymore (since early July i think), but inserting the card works fine. Any way to fix this, or i have to replace the card?",1819635277951844550,,False,en,68,0
IsLamprou,Sat Aug 03 01:37:45 +0000 2024,0,"@ingnl Fysieke betaalpas heb ik al heel lang niet meer, alles gaat via Apple Pay/overmaken. Garage komt ermee dat ik contact moet betalen. Ook bij een van jullie kantoren opnemen lijkt tegenwoordig geen mogelijkheid meer.",1819548174459007178,1819364534546465276,True,nl,85,0
Damonrich2024,Fri Aug 02 22:41:22 +0000 2024,0,"https://t.co/yPfbWlok3N   Waarom @ingnl is er weer storing, ik probeer al 10x en krijg steeds die mannetjes van "" Sorry, er is iets misgegaan ""   🤬 #storing #internetbankieren #ing #irritant",1819503788627210242,,False,nl,43,0
1aserspew,Fri Aug 02 22:23:13 +0000 2024,1,Bedankt @ingnl 🔥,1819499222523355152,,False,nl,19,0
FeddeMonsma,Fri Aug 02 14:34:49 +0000 2024,0,"@ingnl Echt, ING? Drie kwartier in de chat met drie verschillende medewerkers aan wie ik tenminste twee keer mijn probleem heb moeten uitleggen en dan de chat maar voor sluitingstijd afsluiten zonder oplossing. #fail https://t.co/9S7Sda7j98",1819381342347362543,,False,nl,79,0
IsLamprou,Fri Aug 02 13:17:51 +0000 2024,0,@ingnl Waarom ligt de cashcode limiet op €100 per dag? Er zijn tegenwoordig weinig dingen meer die je  kan kopen voor dat bedrag.  Met dit tempo moet ik 6 dagen wachten voor ik de reparatie van mijn auto kan betalen (die morgen klaar staat).,1819361972921438640,,False,nl,161,0
willemjanvv,Fri Aug 02 12:38:00 +0000 2024,0,@ingnl Dankjewel!,1819351944164487540,1819296871954694649,True,nl,87,0
Fischer0508,Fri Aug 02 12:09:17 +0000 2024,1,"@telegraaf Zwarten die in Nederland wonen, willen niet dat de blanke bevolking krimpt. @2eKamertweets @telegraaf @geertwilderspvv @MaximaKoningin_ @Koning_NL @dreynders @MonarchieBe @HartvNL @ingnl @HartvNL @TUINederland",1819344718578213312,1819239413894795419,True,nl,7,1
Wftproof,Fri Aug 02 09:55:13 +0000 2024,0,@Peter9440818582 @ABNAMRO @ingnl Staat gewoon in de jaarrekening.,1819310980175675819,1819299977492897844,True,nl,30,0
Peter9440818582,Fri Aug 02 09:11:30 +0000 2024,0,"Wat is de exposure van banken in #Nederland naar banken in #Japan?  Banken crisis in Japan, Hallo @ABNAMRO  @ingnl   exposure???",1819299977492897844,,False,nl,75,0
JournalistCisca,Fri Aug 02 08:59:14 +0000 2024,2,@RonPeppenster @MvanGaal2 @telegraaf @ingnl De Wereldbank… 🤔🤔🤔 https://t.co/SWeJLQSImp,1819296890707489040,1819244242994102416,True,nl,22,0
willemjanvv,Fri Aug 02 08:31:23 +0000 2024,0,"@ingnl Beste @ingnl, na dit eerdere heugelijke nieuws van Google Pay ondersteuning voor Android, zie ik helaas dat voor Smart Watches deze zelfde ondersteuning nog ontbreekt. Enig idee wanneer jullie dit ondersteunen? Hoor graag!",1819289884600803709,1767466498044432465,True,nl,88,0
rxvdh83,Fri Aug 02 08:12:20 +0000 2024,0,"@ingnl Hi, is er een soort continu storing in het systeem/systemen die inzicht geven in je bouwdepot? Kom er al weken maar heel af en toe in. Toch jammer dat zo een cash cow dan niet de liefde krijgt...",1819285087516516367,,False,nl,52,0
noworrienow1970,Fri Aug 02 07:44:34 +0000 2024,0,Topman ING: ’Rente voor onze spaarders is niet te laag’ https://t.co/jTET6wMctW #telegraafpremium via @Telegraaf HET LEGAAL BEROVEN van je KLANTEN @ingnl @StevenvRijswijk winst extreem toegenomen 🤬BANKEN monopolie 🤬#Olympia2024 #Oranjezomer,1819278101450199093,,False,nl,95,0
Sylverflier,Fri Aug 02 06:32:02 +0000 2024,0,"en dus geven AL onze bankrn ons over aan googlepay @SNSBank @ingnl @Rabobank  Philips-tv komt met eigen besturingssysteem, ’Google is te machtig’ #telegraafpremium via @Telegraaf https://t.co/00hd9S11L5",1819259846371217564,,False,nl,60,0
GerritASmit,Fri Aug 02 05:35:44 +0000 2024,0,@ingnl Wanneer gaan jullie fatsoenlijke spaarrente hanteren?,1819245680096948352,,False,nl,14,0
RonPeppenster,Fri Aug 02 05:30:02 +0000 2024,1,@MvanGaal2 @telegraaf @ingnl Ik ken ook geen goede bank🤔 en ja ook ik ben op zoek naar een beter rendement. Wie van de tweeps  heef hier een goede tip?,1819244242994102416,1819243780844683316,True,nl,18,0
MvanGaal2,Fri Aug 02 05:28:11 +0000 2024,1,"@RonPeppenster @telegraaf Rente niet te laag Steven van Rijswijk (geen X?) @ingnl? Ben al een tijdje op zoek naar een andere bank want voel me belazerd! Kom er niet goed uit, dus suggesties meer dan welkom!",1819243780844683316,1819230709388603833,True,nl,23,0
Fijnweer,Fri Aug 02 01:41:16 +0000 2024,1,"@ingnl @Consumentenbond @Kifid_Den_Haag @AutoriteitFM Nee, dat is niet zo. Bij de laatste stap komen we in de systeeminstellingen van de telefoon. Veranderen we die, dan geldt dat voor alles op de telefoon, niet alleen voor de app.",1819186672115868024,1818891137416921528,True,nl,19,0
tuckfwitterz,Thu Aug 01 19:56:36 +0000 2024,0,AML/ATF?? 😂  @ABNAMRO @ingnl @Rabobank  https://t.co/0mZlhGVSOJ,1819099937164099698,,False,en,108,0
Shikra145,Thu Aug 01 17:19:30 +0000 2024,0,"Wel zeker, en jullie tarieven veel te hoog. Topman @ingnl : ’Rente voor onze spaarders is niet te laag’ https://t.co/BfCWdIVT6u via @telegraaf",1819060398383153195,,False,nl,6,0
Butchi,Thu Aug 01 15:06:40 +0000 2024,0,@ytekedejong @ingnl @ecb @DNB_NL @ABNAMRO @AutoriteitCM @Consumentenbond @ANWBverkeer @telegraaf Inkomen van v Rijswijk niet te hoog.,1819026972611117089,1819008199531594114,True,nl,34,0
Luchtvaartvolg1,Thu Aug 01 14:51:39 +0000 2024,0,"@ytekedejong @ingnl @ecb @DNB_NL @ABNAMRO @AutoriteitCM @Consumentenbond @ANWBverkeer @telegraaf Nee, als je je spaargeld bij ING laat staan, vind je het kennelijk genoeg.  Bij een andere instelling krijg je met gemak 2x zoveel rente.",1819023192763109516,1819008199531594114,True,nl,47,0
Lis_1D_5SOS,Thu Aug 01 14:50:55 +0000 2024,0,@ingnl De puntenwinkel krijg ik niet te pakken. Aangezien de eerste 5 min bezig met een keuzemenu... is er nog een manier om een antwoord te krijgen? 😅,1819023005692879185,1819009181510201807,True,nl,75,0
Joostnietsmeer,Thu Aug 01 14:29:10 +0000 2024,0,@ingnl sinds wanneer moet ik mijn e-mail adres geven? Als jullie iets willen doorgeven kunt U dit in de app zelf ook doen.,1819017534101721267,,False,nl,186,0
Palsenberg,Thu Aug 01 14:26:48 +0000 2024,0,@GoijartsRhianna @chrisklomp @vrijheidalice @ingnl @Kifid_Den_Haag @jndkgrf Wat heeft die ermee te maken ?,1819016938539950499,1818999221543956649,True,nl,13,0
Palsenberg,Thu Aug 01 14:24:50 +0000 2024,0,"@GoijartsRhianna @chrisklomp @vrijheidalice @ingnl @Kifid_Den_Haag @jndkgrf Nee, en ze is alles behalve Russisch. Heel slim ben je niet, of wel ?",1819016445281370599,1818999482568032679,True,nl,7,0
Chrisleenders1,Thu Aug 01 14:05:46 +0000 2024,0,Wij van WC-eend @ingnl 🤦‍♂️,1819011644338434151,,False,nl,17,0
SamvanSeeren,Thu Aug 01 13:59:15 +0000 2024,0,Topman van @ingnl Steven van Rijswijk vindt rente voor zijn klanten niet te laag. Ze verdienen blijkbaar nog niet genoeg aan hun klanten #rente #ING @ING_news https://t.co/Evs9Ooq2mY,1819010005334364504,,False,nl,47,0
rvandenhoff,Thu Aug 01 13:58:53 +0000 2024,0,@ytekedejong @ingnl @ecb @DNB_NL @ABNAMRO @AutoriteitCM @Consumentenbond @ANWBverkeer @telegraaf 🤣🤣🤣🤣,1819009912661266849,1819008199531594114,True,qme,48,0
jacobantonie,Thu Aug 01 13:54:25 +0000 2024,5,Bij de meeste andere banken ben je als spaarder beter af dan bij de @ingnl. Maar het salaris van deze ING ‘topman’ schijnt wél hoger te zijn dan bij andere banken…   Topman ING: ’Rente voor onze spaarders is niet te laag’ https://t.co/xvO7SMq5ce #telegraafpremium via @Telegraaf,1819008789376385164,,False,nl,77,0
ytekedejong,Thu Aug 01 13:52:04 +0000 2024,0,Topman ING: ’Rente voor onze spaarders is niet te laag’ @ingnl @ecb @DNB_NL @ABNAMRO @AutoriteitCM @Consumentenbond @ANWBverkeer  https://t.co/V6eBvgxWB6 via @telegraaf,1819008199531594114,,False,nl,604,0
Lis_1D_5SOS,Thu Aug 01 13:50:43 +0000 2024,0,"@ingnl Uhm dat is niet helemaal mijn vraag. Tot wanneer loopt de actie, tot aanner kan ik die kortingsvoucher bestellen?",1819007858731622734,1819005400533872672,True,nl,57,0
